#Clade_name	CSM5FZ3T	CSM5FZ46	CSM5FZ4C	CSM5FZ4G	CSM5FZ4K	CSM5FZ4O	CSM5LLGB	CSM5MCTZ	CSM5MCU4	CSM5MCU6	CSM5MCU8	CSM5MCUC	CSM5MCUE	CSM5MCUG	CSM5MCUK	CSM5MCUQ	CSM5MCUU	CSM5MCUW	CSM5MCUY	CSM5MCV1	CSM5MCV3	CSM5MCVJ	CSM5MCVV	CSM5MCWI	CSM5MCWM	CSM6J2H9	ESM5GEYU	ESM5GEYW	ESM5GEYY	ESM5GEZ1	ESM5GEZ3	ESM5ME9D	ESM5ME9G	ESM5ME9H	ESM5MEA7	ESM5MEA9	ESM5MEBA	ESM5MEBP	ESM5MEDZ	ESM5MEE2	ESM5MEE6	ESM5MEEB	ESM5MEEJ	ESM5MEET	HSM5FZBP	HSM5FZBQ	HSM5FZBU	HSM5FZC2	HSM5MD47	HSM5MD4A	HSM5MD4B	HSM5MD4S	HSM5MD4U	HSM5MD51	HSM5MD57	HSM5MD59	HSM5MD5K	HSM5MD82	HSM5MD87	HSM5MD8A	HSM5MD8N	HSM5MD8P	HSM5MEE5	MSM5FZ9X	MSM5LLD8	MSM5LLFG	MSM5LLFK	MSM5LLFM	MSM5LLFO	MSM5LLFU	MSM5LLGD	MSM5LLGH	MSM5LLH2	MSM5LLH4	MSM5LLH8	MSM5LLHA	MSM5LLHE	MSM5LLHG	MSM5LLHI	MSM5LLHM	MSM5LLHO	MSM5LLHQ	MSM5LLHR	MSM5LLHV	MSM5LLHX	MSM5LLI6	MSM5LLIC	MSM5LLIE	MSM5LLIG	MSM5LLIK	MSM5LLIQ	MSM5LLIS	MSM5ZOJY
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_2_1_58FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma	0	0	0	0.0054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viroids|p__Viroids_noname|c__Viroids_noname|o__Viroids_noname|f__Pospiviroidae|g__Hostuviroid|s__Hop_stunt_viroid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_clarus|t__GCF_000195615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01599	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Catenibacterium	0	0	0	0	0	0	0	0	0	0	0	0	1.80863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.50318	0	0	0	0	0	0	0	0	0	0	0.00407	0.49128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.82144	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0	0	0	0.00118	0	0	0.0041	0.00091	0	0	0	0	1.80863	0.15657	0	0	0.29477	0	0	0.00043	0.08295	0	0	0	0	0	0	0	0	0	0	0.03436	0	0	0.05942	0	0	0	0.00552	0	0.10983	0.01066	0	0	0	0	0	0	0	0.00142	0	0	0	0	0	0	0	0	0	0	0	1.52701	0	1.12023	0	0.09619	0.0509	0.01374	0	0.04682	0	0.02002	0.00407	0.4929	0	0	0	0	0	0	0	0.54949	0.10319	0	0.05134	0	0	0.23987	0.01469	0	0.61234	1.86543	0.06711
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter|s__Odoribacter_unclassified	0	0	0	0.01031	0	0	0	0.11535	1.79352	0	0	0.21566	1.46774	2.44481	13.73579	0.194	0.27986	0	8.10983	0	0	0	0	0	0.04368	0	0	0.07016	16.03716	0	0	0.08112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02269	0	0	0.24193	0	0	1.23521	0.03467	0	0	0	0	0	0	2.0075	0	0	0	0	0.13889	0	0	0	0	0	0	0.7893	0	18.12492	40.76169	2.83284	0	0	0	0	9.86289	5.88938	0.02645	0	2.2284	6.53427	0.11092	1.21257	0	2.51762	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio	0	0	0	0	0	0	0	0	0.05141	0	0	0	0	0.10435	0	0	0.24141	0	0	0	0	0	0	0	0	0	0	0.00044	0	0	0	0.03935	0	0	0	0	0	0	0.33227	0.11464	0.12836	0.39815	0	0	0	0	0.06695	0	0	0	0	0.1031	0.67	0	0	0	0	0	0	0	0	0.11932	0	0	0.12142	0	1.52261	0	0	0.04853	0.03305	0	0.00048	0.01493	0.03204	0	0.26549	0	0	0	0.04529	0	0	0	0.01217	0	0	0.08692	0	0	0	0	0
k__Eukaryota|p__Ascomycota|c__Saccharomycetes	0	0	0.01961	0	0	0	0	0	0	0	0	0	5.3278	0	0	0	0	0	0	0	0	0	0.03067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03172	0	0.2566	0	0	0	0	0	0	0.24855	0	0	0	0	0.00363	0	0	0	0	0	0	0	4.66381	0	0	0.0614	0	0	0	0	0	0	0	0	0	0.09174	1.1785	0	0	0	0	0.00628	0	0	0	0	0.58609	0	0	0.08295	0	2.15238	0.00258
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Sinobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Bromoviridae|g__Ilarvirus|s__Prune_dwarf_virus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12245	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Tymovirales|f__Betaflexiviridae|g__Carlavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.94857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.82177	0	0	0	0	0	0	0	0	0	0	0	0	1.10542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii|t__GCF_000374505	0	0.23096	0	0.00903	0.01409	0.16161	0	0	0.68188	0	0	0.00012	0	0	0	0.00873	0.17891	0.89912	0	0	0	0	0	0	0.00085	0	0	0.00177	0	0	0	0.07994	0	0	0	0	0	0	0	0	0	0	0	0	0.09579	0.03253	0.85197	0.00145	0	0.01478	0	0	0	0	0.03353	0	0	0	0.00264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03638	0.00323	0.0048	0	0	0	0	2.26369	0.06644	0.10637	0.15518	0.03589	0.09358	0	0	0	0
k__Bacteria|p__Tenericutes	0	0	0	0.0054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter|s__Oxalobacter_formigenes|t__Oxalobacter_formigenes_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01212	0	0	0	0	0	0	0	0	0.04481	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas	0	1.91818	0.45807	0	0.14052	0.24995	0	0	0.65172	0	0	0.01493	0	0.11661	1.95589	2.65787	0.1409	1.60999	0	0	0	0	0.24591	0	0.21409	0	1.40739	0.01256	0	6.53812	0.20876	0.11993	1.93872	0.6546	0.13623	40.24135	0	0.47079	0.45099	2.52081	0.02391	0.18026	0.10054	0	0.30128	0.44982	0.09993	0.00289	65.86593	0.29075	8.7522	1.00675	0	0	0	0	38.80451	0	1.24308	0	1.31659	0	3.51504	0	0.16475	1.5663	0.05442	0	0	0.28973	0	0	0.00083	0	0.40928	1.07889	0.6056	0.03377	0	0	0.42961	0.09153	0.29302	0.43658	0.35276	0	0	0.24544	0	0.1733	0	0.20124	0.01822
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Bunyaviridae|g__Tospovirus|s__Tomato_spotted_wilt_virus|t__PRJNA14997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_wadsworthensis	0	0	0	0	0.00129	0	0	0	0	0	0	0	0.22124	0	0	0	0	0	0	1.80871	0	0	0	0	0	0	1.28296	0	0	5.57864	2.66834	0	0	0	0	0	0	4.40903	0	0	0	0	6.82461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4066	0	0	0	0	0	0	0	0	0	0	0.0004	0.07381	0	0	0.00113	0	0	0	0	0	6.06173	0	0.00147	0	0	7.38494	8.88854	0	0	0.24089	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Potyviridae	0	0	0	0.00414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.40204	0	0	0	0	0	0	0.00132	0	0	0	0	0	0	0	0	0	0	0.79554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00164	0	0	0	0	5.22268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_massiliensis	0	0	0	0	0	0	0	0	0	0	0	0.00473	0	0	0	0	0	0	0	0	0	0	1.82113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16158	0	3.05052	0.80044	0	0	0	0	0	0	0	0	3.82927	0	0	0	0	0	0
k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus	0	0	0	0	0	0	0	0	0	0	0.03162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03406	0	0	0	0	0	0	0	0	0.01058	0	0	0	0	0	0	0	0	0	0.03286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_unclassified	0	1.81336	0.42355	0.04301	0.10119	0.35616	0.03726	0	2.67249	2.75595	6.16979	0.00103	0	0.0207	0	0.14504	0.81393	4.67739	0.00665	0	6.30936	0	0.00327	0.28704	0.07982	0.46281	0.03757	0.00616	0	0	0.2351	0.22063	0	5.77295	0	0	0.56882	0.10841	0	0	0	0	1.55522	0	0.53449	0	0	0.10117	0	2.93732	0.70142	0	0	3.31252	0.04155	1.10712	0	0.5228	0.31231	0	0	0.18019	0	5.34269	0.48378	9.72674	0	0	0	0.49286	5.22254	2.00598	4e-05	0.02921	4.21958	0.04103	0.35094	0.07438	0.00978	4.73791	0.37882	0.44188	0.07503	0.44713	1.9247	2.22053	0.36211	0.43298	0.54863	0.54482	0	0.12426	0.06587
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Virgaviridae|g__Tobamovirus	0	35.31313	73.78409	98.23064	56.25603	66.17122	99.81998	99.25796	11.36471	8.24926	40.89269	99.42599	0	65.56088	26.35395	40.27966	3.06261	0	0	0	10.26247	0	0	95.4641	34.1141	82.44447	59.83702	98.67541	0.9943	16.17607	27.60976	0	79.90159	11.02719	0.74027	0	90.81227	9.62149	0.93403	8.3637	3.03723	24.35842	3.71679	98.98093	0	0.11414	0	97.03751	34.13407	14.2082	14.26813	0	0	1.71094	90.56573	66.17314	0	84.13282	3.1781	0	0	0	40.03617	0	8.8327	10.55743	15.22955	61.59332	10.08949	0	0.80494	86.59101	0.00099	3.85346	0	0	1.56476	17.11222	0.05083	56.85508	15.44355	44.50694	0	11.86207	3.08367	45.27779	25.2195	0.47179	61.5616	73.30448	5.50551	2.59719	99.12652
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_clarus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01599	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Tymovirales|f__Alphaflexiviridae	0	0	0	0	0	4.01199	0	0.02768	0	0	0	0	0	0.8919	0	21.71087	0	0	0	0	0	0	0	0	49.35004	0	0	0	0	0	0	6.49371	0	0	0	0	2.31065	0	0	0	0	0	0	0	0	0	0	1.73259	0	29.83766	0	0	0	0	0	0	0	0	0	0	60.19261	0	0	0	0	0	0	0	0	0	0	0	0	0	2.11806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum|t__GCF_000153885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14796	0	0	0.09094	0	0	0	0	0	0	0	0	0	0	0	0.1526	0	0.05459	0	0	0	0	0	0	0	0	0	0	0.01775	0.03083	0	0	0	0.83293	0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_mortiferum|t__GCF_000158195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03388	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis|t__GCF_000205025	0	0	0	0	0.07525	0	0	9e-05	0.04503	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05537	0	0	0	0	0	0.00363	0.06264	0.39595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00479	0.02767	0.0025	0	0	0	0	0	0	0	0.01378	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	0	0	0	0.01031	0	0	0	0.11535	1.79352	0	0	0.23269	1.46774	2.44481	13.73579	0.194	0.27986	0	8.10983	0	0	0	0	0	0.04368	0	0	0.07016	16.03716	0	0	0.08112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02269	0	0	0.24193	0	0	1.23521	0.03467	0	0	0	0	0	0	2.0075	0	0	0	0	0.13889	0	0	0	0	0	0	0.7893	0	18.12492	43.17172	4.35708	0	0	0	0	9.86289	5.88938	0.02645	0	2.2284	6.53427	0.11092	1.21257	0	2.51762	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_noname	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07872	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01291	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Tombusviridae|g__Aureusvirus|s__Cucumber_leaf_spot_virus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04972	0	0	0.50791	0	0	0	0.17614	0	0	0	0	0	0	0	0	0	0	0.01791	0	0	0	0	0	0	0.17582	0	0.10718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00591	0	0.38816	0	0	0.17123	0.62198	0.89768	0	0	0	0.00066	0.06698	0	0	0	0.00503	0	0	0	0.00537	0	0	0	0	0	0.87961	0.00816	0.03041	0.02235	0.04736	0.01673
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae|t__Bacteroides_caccae_unclassified	0	0	0	0	0	0	0	0.01645	2.86979	5.3706	0.38574	0.01427	0	0.77965	0	0	0	12.28423	2.62079	2.03938	0	0	0	0	0	0.0305	0	0.06831	5.83759	0	0	0	0	2.10644	0	0	0	0	0	0	0	0	0.19891	0	0	0	0	0	0	0.29357	0	0	0	0	0	0.1399	0.32404	0	1.74745	0	0	0.11786	0	0	0	3.13036	0	0	0	0	0	0	0	0.02833	1.18891	0.95999	0.1973	0.18711	0	0	0	0	0.48096	0	0.382	0.17223	0.74217	0.51971	0.01835	0	0	0.24042	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Scardovia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Bunyaviridae|g__Tospovirus|s__Tomato_spotted_wilt_virus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_breve|t__Bifidobacterium_breve_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri|t__GCF_000157935	0	4.64576	0	0	0.30785	0	0	0	0	0	0	0	20.22757	0	0	0	0.02055	0	0	0	0.00938	0	0	0	0.00098	0	0	0.03401	1.48234	0	0	0	0	0.00493	0	0	0	0	0	0	0	0	0	0	10.44496	5.72218	0	0	0	0	20.8065	0	0	19.43452	0	0	0	0	0	0	0	28.76481	0	0	0	0	0	0	0	0	0	0	0.02073	3.60807	0.01586	42.15303	0	0	0.08675	0	0.00349	0	0	0	0	0	0	0	0	0	0	24.04265	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_cloacae|t__Enterobacter_cloacae_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09288	0	0	0	0	0	0	1.36766	0.00167	0.04445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73646	0	0.00025	0	0	0	0	0	0	0	0	0.24443	0	0	0.00229	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens|t__Bacteroides_xylanisolvens_unclassified	0.20829	0	0	0	0	0	0	0.00282	7.78395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00784	1.72515	0	0	0	0	0	0.05585	0	0	0	0.18096	0.63835	0.15531	0.31357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.83801	0	0	0	0	0	0	0	0	0	0.27035	0	0.46305	0	0	0	0	0	0	0.05988	0	0	0	0	0	0	0	0.05013	0.55477	0.02989	0.12241	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Luteoviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29408
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_intestinalis|t__GCF_000172175	0	0	0	0	0	0.32104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis|t__Roseburia_intestinalis_unclassified	0	0	0	0	0	0	0.00203	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73555	0	0	3.39605	0	0	0	0	0	0	0.22536	4.22258	0	0	0	0	0.39952	0	0	0	0.64591	0	0	0	0	0	1.50754	0	0	0	0	24.61775	0.2369	0	0.00048	0	0	0	2.5214	0.03658	0	0.0976	0	12.65434	1.93467	0	0.43106	19.00092	18.54456	2.43317	36.57533	0.72933	0.00242	0	0.00753	0	0.13991	0.13148	0	0	1.5929	3.01298	0	0	0	0	0.63541	0	0	0	0	2.67183	0.09556
